tweet_body,states_id,hand_topic_id
"Our final #RunWithNate Tour stop was Council Bluffs today. Great crowd of 30+ hearing our message about fighting https://t.co/B9jjXjgXiV",16,6
"RT @MActionProject: MAP is headed to NE to join @Adam_Morfeld+@SenBLindstrom in launching Next Generation Nebraska, a coalition of young,",16,6
"@jeoteach1 Thanks! Well look into doing these in the future.",16,0
"RT @emnohr: .@MActionProject is heading to the #neleg tomorrow to announce a coalition of 11 sens under age 40 led by @Adam_Morfeld &amp;",16,0
"Thanks to the Central Iowa Building and Construction Trades for the warm welcome today. We will work together to https://t.co/XJNChg7kNX",16,13
"The sessions first #erniegram #neleg https://t.co/nPCecQQnaq",16,13
"I enjoyed my visits to the Fairgrounds and Union Park Neighborhood Associations last night, including some good https://t.co/A2R19pBU4J",16,4
"RT @LincolnYPG: Senator @Adam_Morfeld discusses Next Generation Nebraska with young Nebraskans. See the full video &gt;",16,4
"Iowans share a vision for a fair economy and a strong workforce.  #RunWithNate to make it a https://t.co/Iy0nWdrQ3A",16,5
"RT @BoldNebraska: THANK YOU State Sen @Adam_Morfeld for reintroducing bill to protect #LGBT Nebraskans in the workplace!",16,5
"It was a pleasure to welcome @SimpsonCollege students to the Iowa Senate yesterday. https://t.co/UW8MDJNpwl",16,1
"Todays #erniegram #rules #neleg https://t.co/FmD85YubZD",16,1
"Did you sign up to volunteer? Dont worry - you wont need your running shoes to https://t.co/pWDz1eNPeh",16,6
"@la6377 @BoldNebraska Nope and that is why I am introducing 20 bills this session. Nice try though Vern! #keeptrolling",16,6
"I stand with @PPHeartland &amp; Iowa women. The @IowaGOP agenda cuts access to #healthcare &amp; puts 15k Iowans at risk. This is why we fight back.",16,20
"@la6377 @BoldNebraska I just introduced an Earned Income Tax Credit bill that provides REAL middle income tax relief.",16,20
"#TBT to @IASenateGOP and the Branstad-Reynolds trying to roll back the clock for IA public https://t.co/OPnTmbGXf5",16,20
"@la6377 @BoldNebraska Because thats all you choose to hear: https://t.co/MkEFrvmPHC",16,20
"Democrats in Burlington and throughout Des Moines County are ready to fight for the soul of our state! Glad to be https://t.co/H1JPLggk3q",16,1
"RT @Patty4Nebraska: Thank you @AGDougPeterson, @OmahaWomensFund, @nebfamily, @LydiaBrasch, @Adam_Morfeld, @lynnewalz, @DanWatermeier,",16,1
"Thank you @Linn_County_Dem for giving me a few minutes to talk about our pursuit of a better vision forward for https://t.co/rZyNvZ0LGt",16,20
"Excited to be a appointed by the Nebraska Legislature as a Commissioner for the Education Commission of the States! #NELEG",16,20
"Sen. @JoeBolkcom and a crowd of working Iowans joined me this afternoon to respond to the address by Gov. https://t.co/ph1VYvQYSs",16,20
".@mercedes68005 @JoeDugganOWH That would bring in $775 million to the state. If you have a billion dollar econ. develop. plan let me know!",16,20
"@OmarMarquez_ were sorry that we missed you at our public event in Sioux City on 5/8! Well be back and hope to see you next time!",16,20
"My billion dollar economic development package for the state. #neleg https://t.co/TgZS9dGcXR",16,20
"Budget cuts? Yeah, it doesnt include the $150k budget Gov. @KimReynoldsIA set aside for her https://t.co/Ucmz2IfhrN",16,0
"@NewNebraska I was too until they decided to use abused children to advance their political interests.",16,0
"Enjoyed discussing this years legislative session and upcoming issues with the attendees at the @GoodGovtPHPAC https://t.co/eyLcxhQY8Q",16,0
"Im going to go watch some reality tv now so I can feel more grounded in real life. https://t.co/mJF9eLr1Xp",16,0
"Help us remind @KimReynoldsIA where her priorities belong: Iowas hard-working families. Sign https://t.co/K3SEwmMWgF",16,1
"Today I introduced a constitutional amend. to BAN #voterID in Nebraska. Two can play at this game #VotingRights @ACLUofNE @LawyersComm",16,1
"#ICYMI Support is growing for Nates campaign for #iagov. Six more labor unions are ready to #runwithnate &amp; fight https://t.co/F55XNQsM08",16,20
"@johnworr no more out of touch than  is your belief this kind of voter fraud exists!",16,20
"Todays rain didnt stop Nate from visiting the @celebrasian festival today--and running into a few friends at a https://t.co/45dyCr5Jdd",16,20
"@johnworr ha, best of luck John. No more will be said on my part, your comments speak for themself.",16,20
"Another nice crowd as over 30 area Democrats came out for our campaign stop in Fairfield this https://t.co/mPW5DrhgQk",16,16
"@johnworr thanks for being involved John!",16,16
"Today we remember and honor those who gave their lives, and thank the many more who gave of their bodies and minds, in our armed services-NB",16,5
"@mercedes68005 @JoeDugganOWH well it is actually objective fact because it is current federal law. Thanks for being involved though!",16,5
"Were leading the fight to hold @KimReynoldsIA accountable. Sign our petition to show her you stand w/ Iowa workers: https://t.co/LTcIyfJDNq",16,5
"@1_nra agreed! Restricting voting rights isnt a game, which is why I introduced the proposed CA.",16,5
"There can be no time to wait, there can be no extended honeymoon. @KimReynoldsIA must listen to working Iowans. https://t.co/RrhpbSkVQ8",16,5
"Largest crowd anyone has ever seen at the #Nebraska Capitol for the #WomensMarch in ##LNK https://t.co/GPg8KFh3yw",16,5
"Great crowd in Keokuk County as I spoke with and took questions from area residents. Thanks to @TannerOH for your https://t.co/5Im9HRemBT",16,1
"@klappenback never attended but I have seen it. Weird that you are so worked up about it. Thanks for being involved and take care!",16,1
"Good visit and discussion in Denison this afternoon--especially as several Crawford County Democrats who came out https://t.co/4HwtOPO4Ar",16,8
"RT @zachami: .@Adam_Morfeld says hes drafting resolution to expel Kintner today.",16,8
"Great weekend running Dam to Dam with friends, and hitting our 24th county only 1 month into this https://t.co/WxGiIvZWBb",16,0
"Senator Bob Krist and I just introduced the resolution to expel Senator Kintner. Its time to resign. #neleg",16,0
"Great crowd at our #RunWithNate stop in Maquoketa last night. Thanks to Bob and Ann Osterhaus for hosting https://t.co/ADcEWkFXUH",16,6
"Proud to bring LB 526 to end predatory debt collection practices in Nebraska! #neleg https://t.co/ONCfMHgrW8",16,6
"We only have 52 weeks to introduce Nate to Iowa voters - will you help spread the word? https://t.co/tAgJLKt2f0",16,2
"RT @zachami: BREAKING: Bill Kintner resigning from Legislature after offensive #WomenMarch tweet. #neleg",16,2
"Remind @KimReynoldsIA that Iowa workers are more than just timecards. Sign our petition! https://t.co/OIjpwcMokp",16,5
"RT @LancasterYDs: Thank you @Adam_Morfeld for speaking against the $50 million in cuts to the University. Young senators looking out for",16,5
"Every Iowan deserves quality health care. Privatized Medicaid, fewer mental facilities, and less reproductive https://t.co/DGNFcPx7HT",16,6
"RT @emnohr: .@Adam_Morfeld, whose district includes UNL, says not 1 student has told him theyre leaving the state because of an",16,6
"Supporters across Iowa have signed on to #RunWithNate - make a monthly contribution to join Nates Running https://t.co/FJeG47dWMe",16,1
"RT @zachami: I dont know about all of you, but I think furniture shopping in Chicago with Sen. Chambers would be kind of interesting.",16,1
"Nate visited Independence MHI employees at the AFSCME Local 2987 picnic yesterday. Iowa must protect and expand https://t.co/6td4ZpBvyu",16,5
"RT @LJSdon: Sen. Adam Morfeld says pending budget cuts to university unacceptable; some additional revenue needed.",16,5
"Short-sighted @IAGovernor budgets are ruining Iowas economy. Nate is standing up &amp; calling @KimReynoldsIA out. https://t.co/51Suajn6zI",16,3
"@UnicamObserver not what I said, nice try though!",16,3
"It was an honor to know Rep. Curt Hanson, whose legacy is one of integrity and dedication in public service. -NB https://t.co/DVwqnvGxlm",16,3
"Sen. Chambers: You are all my children, fractious, unruly and temperamental. #Nebraska #neleg https://t.co/zqYzQoAeXd",16,3
"Outstanding discussion with 30+ attendees at a Madison County MobilizingUP! event tonight. Lots of participants https://t.co/NYNw0JXc2C",16,1
"So what is your alternative for Nebraska families @SenatorFischer? https://t.co/KmFvbMPHv4",16,1
"Fun start for our campaign team in Burlington today at the Steamboat Days parade-thanks to our #RunWithNate https://t.co/s6zGS9erlo",16,5
"Because your silence on alternatives is deadly to OUR 2,500 Nebraskans in my leg. district alone who fall in the https://t.co/Hb2Vf1KOgR",16,5
"Nate kicks off the Asian Latino Coalition #Iagov forum talking about how we are in the fight for the soul of our https://t.co/2k7ZcGxhLg",16,5
"Join Next Generation Nebraska in finding ways to #recruit and #retain young Nebraskans! Share your ideas https://t.co/pouO6kcTay",16,5
"Nate calls out @KimReynoldsIA mismanagement of the state budget &amp; delay of Iowans receiving their refund. #iagov https://t.co/XLZa3xpAAT",16,8
"@t_hruza @TrentFellers Im in.",16,8
"The corporate give aways and fiscal mismanagement have to end #iagov #iapolitics https://t.co/qSxi8Ur6b2",16,0
"RT @ChrisMurphyCT: Public schools werent a dead end for me, my parents, my wife, or my kids. So Im helping to hold the floor",16,0
"As an attorney Nate has stood up for Iowans who have been discriminated against in the workplace based on their https://t.co/4eG1byI7ot",16,2
"RT @PackrNut12: @Adam_Morfeld you are amazing! Just watched your comments in the committee hearing regarding the LPS rainy day fund.",16,2
"#TBT at #iagov forum. Nate stands up for Iowas public employees. https://t.co/lsUd2ykZME https://t.co/FwB9GlEZDj",16,1
"RT @JMShumway: Sen. @Adam_Morfeld promises to support Sen. Ernie Chambers in continuing rules debate until day 90. Has 400 pages of",16,1
"#TBT continues at #iagov forum as Nate continues to stand up to Republican attacks on IPERS. https://t.co/l4hRmGeCMp",16,1
"RT @JoeDugganOWH: Filibuster Fight! @Adam_Morfeld says Sen Chambers will take rules debate to end of session, w/ help of himself in",16,1
"Republicans are leading us down the wrong path with health care. Health Care is a right. #iagov https://t.co/AiTKv3pXU7",16,2
".@Hemkingway @JoeDugganOWH thats actually an original insult, thanks for being involved Todd!",16,2
"I am here to tell you that the Branstad Reynolds administration can be defeated, I have done before and we will https://t.co/qSSOgC6hMf",16,5
"Successfully defending the rules and minority filibuster rights has serious consequences for decades to come for https://t.co/CqaGXL26P0",16,5
"Thanks to the Asian and Latino Coalition for the forum on economic and social justice-fights Nates led on as an https://t.co/LfX73BlREd",16,5
"@ThanxaBunch James, please provide a time during a filibuster I was not voting.",16,5
"This award means so much to me. I was proud to fight against an agenda that attacked the rights of firefighters https://t.co/MyQkmlu717",16,3
".@Hemkingway @JoeDugganOWH good comeback, brought me straight back to middle school!",16,3
"Strong communities prioritize public safety. Nate told @IPFF2 members that starts by protecting  their benefits https://t.co/2LJgdCiUbY",16,20
"@NotSkinnyOrTall @Hemkingway public and private school! Thanks for asking.",16,20
"Havent seen your Iowa income tax refund yet? You can thank the Branstad and @KimReynoldsIA for team for https://t.co/P86Qwuq6Ec",16,2
"RT @shearm: It is really stunning how quickly @realDonaldTrump has seen his executive powers limited by the courts. Its less than three",16,2
"A nice surprise for Nate to see Davenport firefighter Rod Montoya, who also grew up in Columbus Junction, at https://t.co/gy1t6r4nCC",16,0
"RT @OpenSky_Policy: OpenSkys Renee Fry: When we present, groups are shocked #NELEG is talking tax cuts w/ $1.2b shortfall.",16,0
"Great discussion last night in Coralville w/ Rep. @marymascher, @RepAmyNielsen, &amp; the Strong WoMen group. Thanks https://t.co/DNtpRC75bZ",16,5
"RT @IANRGlobal: Our Argentine #FriendsofFulbright students discussing civic health, community asset mapping w/@NebraskaReform. TY",16,5
"It was good to visit and reconnect with involved activists at the @IowaDemocrats constituency caucus convention https://t.co/vn5wevvxV7",16,1
"RT @leachgreta: Take this survey on recruiting and retaining young Nebraskans!  It took me about 10 minutes and asked great questions.",16,1
"a good day on the trail when @hart4senate &amp; other Clinton County Dems sign up to #runwithnate! Thank you https://t.co/p7caqL6WFB",16,0
"RT @ACLU: We have been saying this for a while. https://t.co/JFpVlTYUZm",16,0
"We need leaders who will support education, workers rights, &amp; economic growth. Chip in now to help us bring https://t.co/cnL9CW3T6O",16,20
"Evidence and truth is so 2016. https://t.co/ZJrRUeeunt",16,20
"Catch Nate Live on @WHORadio with @JeffAngeloRadio at 10:37am! #iagov https://t.co/x22xcop2bX",16,3
"#NextGenerationNebraska wants to hear from YOU. Fill out our survey: https://t.co/8fNVyjMQw0 #Recruit #Retain https://t.co/8E4zL6nhKZ",16,3
"Read my full statement calling on @KimReynoldsIA to protect #Iowas access to #healthcare and https://t.co/2cRtgIvPxD",16,5
"RT @LAJ_CLC: Norwood Park student leaders visited @Adam_Morfeld.  Thanking him for his support of after school! @LPSorg",16,5
"Nate is excited to join @afscmeiowa_c61 #iagov forum tonight in Newton! https://t.co/hTrEGut0sZ",16,1
"RT @UNLGreatPlains: Center visited the Nebraska Capitol today to meet with @Adam_Morfeld about our conservation activities. Thanks",16,1
"We enjoyed starting our Independence Day activities with @LizMathis1 at the Ely Firefighters Breakfast. #iagov https://t.co/Ce0i8YIynu",16,5
"RT @LincolnChamber: Proud to stand with @Adam_Morfeld and @Patty4Nebraska in support of Workplace Fairness. #LB173 https://t.co/9n4qnAJn97",16,5
"We were in Fairfield today to meet voters and help knock doors with @iahousedemocrats Phil Miller before the https://t.co/uMmx2SWF2A",16,5
"RT @listeningnight: Senator @Adam_Morfeld is the representative for all #UNL students who live on campus. He also passed the Good",16,5
"Nate enjoyed joining @IAFFNewsDesk and Iowa FireFighters to learn more about the amazing work they do https://t.co/zi81D0VI0p",16,1
"RT @JournoSpike: LB 173, introduced by Sen. @Adam_Morfeld would end LGBT discrimination and help businesses in Nebraska.",16,1
"RT @IAFFNewsDesk: Iowa State Senator and candidate for governor Nate Boulton gets signed for FIRE OPS 101 @NateBoulton #IAFFfireOps101",16,6
"RT @neappleseed: Also today were supporting Sen. @Adam_Morfelds LB526 to fight 3rd-party collectors from suing Nebraskans over",16,6
"RT @IAFFNewsDesk: Iowa State Senator @NateBoulton - we are happy to have you at our #IAFFfireOps101! https://t.co/dJHWafuIUP",16,1
"RT @JMShumway: Bill sponsor Sen. @Adam_Morfeld: one should be fired for who they are or who they love. #neleg",16,1
"Join Nate live as he kicks off a week long conversation about Iowas budget crisis with a roundtable #iagov https://t.co/9bXmAu7q4t",16,1
"RT @emnohr: ~20 people set to speak on @Adam_Morfelds bill to ban employment discrimination against LGBT people. Testimony limited to 3",16,1
"Class sizes are growing and class offerings are shrinking. This #budgetcrisis is having real effects on Iowa https://t.co/y4594PhzwH",16,2
"RT @emnohr: NE Equal Opportunity Commish, a state agency, supports @Adam_Morfeld bill bc it likes effort to protect workers from",16,2
"Iowa is better than this. Unnecessary cuts are being made to pay for corporate tax credits and exceptions. - https://t.co/aDDKxXb3jb",16,1
"RT @zachami: Meanwhile, #Nebraska legislative committee hearing testimony on @Adam_Morfeld #LGBT workplace protections bill, #LB173.",16,1
".@KimReynoldsIA still favors corporate giveaways over our quality of life. Iowa needs a better path forward. #iagov https://t.co/8llyW0FbwS",16,5
"Thank you everyone who waited several hours to testify in support of banning LGBT discrimination in the work place. #LGBT #Neleg #LB173",16,5
"Nate enjoyed a visit with the Asian and Latino Coalition Board today. Ensuring economic progress for all Iowans https://t.co/yKusqAIuJv",16,4
"So many powerful #LGBT advocates who in some cases risked their jobs today to testify in support of my #LGBTequality law tonight. Inspiring.",16,4
"Join Nate live for a round table in Davenport as we continue our week long series about Iowas #budgetcrisis #iagov https://t.co/WgHHurFRIV",16,5
"Equality for all Nebraskans. https://t.co/dDiG4Hv5jd",16,5
"Our state is better than this. Our teachers deserve better than this. Our public workers deserve better than https://t.co/98V31doWPp",16,1
"Its not my preference but that is the current standard under state and federal law for other protected classes https://t.co/uBsrTXKNE8",16,1
"We had a packed house at our 2nd round table this week in Davenport. The #budgetcrisis has real affects on Iowans. https://t.co/DSNdGibZpT",16,5
"RT @jaketapper: I imagine it must be really annoying when someone puts out false info about where you were born. Must really bother",16,5
"Yesterday we highlighted the issues with under-funding education and privatizing Medicaid. Services ARE impacted. https://t.co/Jj7eEKrflz",16,1
"RT @HollandMovement: All of Nebraskas elected officials should embrace the importance of early childhood education + work to build",16,1
".@DrEricGjerde opens our 3rd round table &amp; explains how budget cuts not only affect teachers, but students https://t.co/XsEB3mvcFz",16,1
"RT @RonnieDGreen: Great job today describing how we will not grow our way out of this downturn by reversing the current momentum of the",16,1
"No overtime, no back-filling &amp; under staffing in our correctional facilities put both staff and inmates in danger. https://t.co/lGov5DOWY9",16,3
"RT @janekleeb: Go Sen. @Adam_Morfeld! #NeLeg #NebDem https://t.co/HdOJU92VPk",16,3
"Join our Cedar Rapids budget round table now on Facebook LIVE! https://t.co/jlom3MX6ej",16,5
"RT @NMEAnebraska: Thanks Senator @Adam_Morfeld for supporting NMEA and music education! #MIOSM #MUSICMATTERS",16,5
"All higher education in Iowa is important and forcing our institutions to fight for the few dollars left is https://t.co/AinpcSpaCw",16,1
"RT @janekleeb: @Adam_Morfeld describes  our state insect, the Bees are great examples of collective and harmonious societies -",16,1
"We deserve the right to be able to do our job and come home safe. - Marty Hathaway, retired correctional officer. https://t.co/1sNmuFHZ0w",16,6
"RT @JMShumway: Sen. @Adam_Morfeld: calling yesterdays Tecumseh prison uprising anything but a riot is disingenuous and untrue. #neleg",16,6
"These cuts have long term consequences to Iowas quality of life. Cutting one program affects others. https://t.co/wQ9CJNxnmz",16,6
"RT @emnohr: .@Adam_Morfeld: My frustration is that when we have concerns with @NECorrections, they are often downplayed &amp; minimized. #neleg",16,6
"A chorus of me too from the crowd as panelists worry whether theyll have to go back to work if IPERS is https://t.co/HuvJFq8H7i",16,5
"RT @zachami: A senator shared this with me. Thats Ernie Chambers and @ChrisBeutler. #neleg https://t.co/Cv1ZWwumVf",16,5
"Cutting reproductive and preventative health care is both immoral and expensive. #iagov #budgetcrisis",16,1
"@zachami its Mike Hybl - confirmed by those who were there.",16,1
"Rather than taking away from people, lets invest in our states quality of life. - NB",16,5
"@zachami @EricGerrard I look forward to filing my $5.00 conflict of interest with Zach in 2018!",16,5
"Nate enjoyed attending the IBEW Conference in Waterloo this afternoon: Our way of life is on the ballot in https://t.co/CU3dOdqYKV",16,3
"@zachami @EricGerrard cheap skate.",16,3
"Nate just finished his 37th marathon in Okoboji! Join us at the finish line for a #RunWithNate event: Daily https://t.co/DXDojgqfGd",16,1
"Todays #erniegram Visage of Doom #neleg https://t.co/Y9tFdfzUVf",16,1
"Its a beautiful day in Okoboji to talk about Iowas future. Lets invest in our quality of life instead of https://t.co/mPY7zaKzGV",16,0
"RT @HollandMovement: Public Hearing starting now for bill from @Adam_Morfeld to expand Medicaid in Nebraska. Watch here: ",16,0
"Nates grandparents, aunts, and cousins from Louisa County represented Team Boulton well at a parade in Wapello https://t.co/8oaeihjrvK",16,0
"Opening on LB 441 to expand Medicaid and provide affordable healthcare to 90,000 Nebraskans! #neleg #Nebraska https://t.co/Lq0wWKacOv",16,0
".@KimReynoldsIA supported defunding @PPHeartland &amp; closing 4 clinics. Thousands of Iowans lost access to reproductive health care. #iagov",16,3
"RT @danpfeiffer: You know what ad is going to hurt? X voted to give insurance CEOs a tax break paid for by raising health care costs on",16,3
"Privatizing Medicaid was bad for both patients &amp; providers. @KimReynoldsIA failed to act to give Iowans to access quality health care #iagov",16,3
"@1cheekybastard @nicolecousinstv not saying we shouldnt provide higher quality care to inmates (we should) but the irony of it.",16,3
"Iowans who get critical mental health care end up in prisons &amp; ERs. Branstad &amp; @KimReynoldsIA closed facilities &amp; worsened the problem",16,3
"RT @LAJ_CLC: Rockets launch and STEM is active at Saratoga CLC after school program! @NDE_21stCCLC @LPSorg @NE_Children @CommSchools",16,3
"Being last in the nation for mental health beds per capita does not reflect our Iowa values. Lets protect our most vulnerable. #iagov",16,3
"@tinabettina @nicolecousinstv yes, I have been in them, and the healthcare could be better, but It is available unlike for 90k Nebraskans.",16,3
"Lets invest in mental health care instead of leaving our vulnerable Iowans on the streets and in our ERs and prisons. #iagov",16,3
"Senator @katejbolz prioritized my LGBT workplace non-discrimination legislation! Thank you for your leadership. #LB173 #Neleg #LGBT",16,3
"50th in the U.S. for mental health beds per capita, a failed privatized Medicaid scheme &amp; closed @PPHeartland clinics. Iowans deserve better",16,3
"RT @maddief: We have warriors for public school students in #neleg like @RickKolowski @Adam_Morfeld @Patty4Nebraska @BakerNELeg &amp; many",16,3
".@KimReynoldsIA must support quality health care for Iowans. More GOP plans to cut and take away wont help. https://t.co/pbJThr9LNV",16,3
"RT @jskretta: Public schools are the great equalizer of our society. @Adam_Morfeld #neleg #StandForSchools https://t.co/uBGMtYEAkx",16,3
".@KimReynoldsIA wont tell her campaign chairs @chuckgrassley &amp; @joniernst to protect health care. We must tell https://t.co/DMcScQZfps",16,3
"We have introduced 19 bills to improve education, strengthen civil rights and healthcare! See then https://t.co/ALzzT4hxwZ",16,3
"Lots of support and a great turnout tonight in Newton. Were building a strong network of support in Jasper https://t.co/tDBWNVPfuw",16,3
"RT @JMShumway: Nebraska Sens. @Adam_Morfeld and @MattHansenNE: Dont jail people for being poor (from @AP) https://t.co/JtJ0LDS6vv #neleg",16,3
"We have an awesome crew of interns helping in the office and at our events--thanks for your help! Were so glad https://t.co/3VBLvlXO0P",16,5
"RT @neappleseed: Yesterday, we supported Sen. @Adam_Morfeld s state amendment to protect Nebraskans from a poll tax to vote.",16,5
"The grotto was a beautiful backdrop to our #RideWithNate stop in West Bend.  Onto Algona! https://t.co/wlY36byjKp https://t.co/nO169DFnrs",16,5
"@TheresaGoldner @CWBlaylock @politico Yeah, but they were referring to what happened right then in the video, not before or after.",16,5
"Im always proud to stand with Iowa Fighters! Great to see the @WDM_Fire_Medics in Kossuth County today. #iagov https://t.co/YuyzkXMUZH",16,5
"@TheresaGoldner @CWBlaylock @politico I cannot believe you are an officer of the court, view that video, and make that statement.",16,5
"Our last stop of @RAGBRAI_IOWA #RideWithNate tour was full of conversation about Iowas future. The soul of our https://t.co/6LltpUC2eZ",16,5
"@TheresaGoldner @CWBlaylock They are referring to the actual instance in the video they posted. Your forced ignorance is unbelievable.",16,5
"@KimReynoldsIA &amp; @IowaGOP called for an independent review of IPERS. See their findings here.  https://t.co/siNf9Xn9xo",16,5
"RT @HollandMovement: TY Sen. @Adam_Morfeld for standing up for low-income families! #NELeg",16,5
"I am ready to stand up and protect the retirement security of hard-working Iowans who have earned it. - NB https://t.co/p7aQ5G2b4R",16,20
"RT @FirstFiveNebr: @Senator @Adam_Morfeld: strongly opposed to #LB335, which he says is essentially a cut in funding for child care",16,20
"Nate and @drechase had a great evening with @iowademocrats at the Hall of Fame Dinner!  #IADemProud https://t.co/j2FiGtHhO1",16,5
"RT @unlstudentaffs: Welcome to the new @ASUN_UNL officers. Thanks for joining us to recognize our campus leaders, @RonnieDGreen. #UNL",16,5
"It was outstanding to have so many supporters and volunteers at the @iowademocrats Hall of Fame last night. Our https://t.co/dajyUmW21S",16,6
"RT @DrRamBio: Called all members of NE HHS Committee to express support for LB441 from @Adam_Morfeld! I will make this part of my daily",16,6
"Team Boulton is starting the weekend early at the Davenport @BixSeven run! Next stops? The Louisa and Des Moines https://t.co/hFbsGwML5j",16,8
"RT @maddief: At Nebraskans for Civic Reform Strengthening Democracy Awards @nsea_org is a proud sponsor! https://t.co/A03fnT586r",16,8
"Make sure to catch Nate on @weareiowa5news talking about the @afscmeiowa_c61 endorsement and growing momentum for https://t.co/DNaTPEQEO0",16,20
"RT @maxperrymueller: Damn, this letter in support of LB173 is unimpeachably argued. @Adam_Morfeld https://t.co/S5xWdLo8CD",16,20
".@afscmeiowa_c61 signed on to #RunWithNate. Join our campaign today to fight for the soul of our state! https://t.co/JZVHbz9OjD",16,1
"If standing up for working Nebraskans affordable healthcare is political grandstanding then so be it. https://t.co/pnl2ytBjlr",16,1
"Thank you @ChazAllen2013 for the ride along today. Nate had a great time on the track @iowaspeedway! https://t.co/MYOl6ba8d4",16,7
"RT @jskretta: Sen. @Adam_Morfeld is opposed to charters &amp; vouchers: We dont need additional education services that are duplicative &amp;",16,7
"Art Hedberg was who you wanted in your corner in law, politics, and life. I was honored to give my mentor a https://t.co/NcBkWhYC4l",16,3
"@kendricklamars new album on repeat today. https://t.co/K00SzigeLK",16,3
"Nate met up with family from Southeast Iowa at the @IowaStateFair today. Nates cousins show livestock, including https://t.co/QOEkNG6lxv",16,2
"RT @OWHnews: Get to know: UNL grad @wpjenna goes the distance to cover @realDonaldTrump for the Washington Post https://t.co/pC5ULcxBLe",16,2
"Nates mom voted in the @WHOhd #CastYourKernel poll today at the @IowaStateFair! Dont forget to vote there and https://t.co/ef0ZaFcueW",16,6
"@heymissdonna Understatement of the year.",16,6
"Rather than worsening student debt, lets invest in our education system to sustain a strong, skilled workforce-NB https://t.co/iUEyXxThkz",16,20
"This is what happens when you have internet dinosuars roaming the halls. https://t.co/xzV0g5ajtY",16,20
"Rep. Prichard exemplifies the best of public service. I look forward to working with him in a tough legislative session coming in 2018.-NB",16,5
"RT @JoslynInstitute: @Adam_Morfeld, @JoslynInstitutes #CecilSteward, @LegalAidNEB, @verdisgroup are panelists for Cultivating",16,5
".@KimReynoldsIA and the @IowaGOP are still pushing IPERS changes. Sign our petition to fight back. https://t.co/wM1ASBepGz",16,0
"Its over 70 degrees in the legislative chamber and @RonnieDGreen and @hankbounds control the Capitol air conditioning. #airconditioningplz",16,0
"RT @Zach_Bernstein: North Liberty is ready to #RunwithNate big hat tip to @RepAmyNielsen &amp; all the great Dems who know we have organize",16,6
"RT @Mueller_Robak: Sen @Adam_Morfeld probably doing E&amp;R chair this morning just to have some of his motions actually be successful in",16,6
"The profession of teaching is under attack. Were asking students to take on the burden of these tax cuts. #iagov https://t.co/76jIgrc9Jx",16,6
"Making a motion to convene the Nebraska Legislature outside today. #Spring #Nebraska",16,6
"In a state that has for generations wanted to lead in education, we can and we will get back to that. https://t.co/kFhRMLXLWr",16,6
"RT @rogue_entomol: @Adam_Morfeld re: Sen. Erdman on the economic driver that is ag in our state- but University Extension supports the",16,6
"Team Boulton is proud to have the support of the Iowa Professional Fire Fighters in this race for https://t.co/1WNzB4Y39K",16,6
"RT @rogue_entomol: @Adam_Morfeld thank you for standing up for the University. Institute of Ag &amp; Nat Resources has 6 to 1 return on",16,6
"Our children deserve a fair shot to get ahead - tell @KimReynoldsIA to give them the resources they https://t.co/yEFX7HHeBD",16,0
"RT @jjcomaha: Medicaid expansion is the key to covering more than 90,000 uninsured Nebraskans but also controlling cost of private",16,0
"Want to be involved with Nates #ListenAndLearn tour? Submit your  education question or story here! https://t.co/qCz99xzAB1",16,6
"RT @zachami: Concerns #Nebraska budget bill could affect womens health services for thousands dominates #neleg",16,6
"Good luck to Hank as he starts preschool! Thanks to the teachers, nurses, &amp; social workers who support our https://t.co/V91IUiZSan",16,6
"Senators should cancel their June vacation plans if they intend to pass additional cuts to @u_nebraska because I https://t.co/uhv8QgftyG",16,6
"Have you submitted your education questions for the Education Listening Post tonight? Join the conversation https://t.co/hVZFmGpGDv",16,6
"@VerveBiotech @u_nebraska I dont think either have to be mutually exclusive.",16,6
"We can do better than this - lets shoot for excellence for all students! https://t.co/DvAzJbJV6g https://t.co/lBzBaGFN1F",16,6
"RT @HollandMovement: TY Sen. @Adam_Morfeld for your comments during #LB461 floor debate this afternoon. Always a champion for",16,6
"Nates tour at Ironworkers Local 67 Training Facility focused on helping Iowans become the skilled workers needed https://t.co/5Qmcr2HOHN",16,6
"I will vote to override the governors veto with great pleasure. Voting is a fundamental right. When felons https://t.co/iXjmgR27zi",16,6
"RT @ProgressIowa: Were excited that @NateBoulton will be speaking at the Corn Feed! Buy your tickets today at https://t.co/xWnyL1hiyi.",16,6
"How can you advocate for a two year wait, when you argue the #neleg has no legal authority to have enacted it in https://t.co/FqBvaU9XxE",16,6
"Make sure to catch Nate on @weareiowa5news with @ACKrenz talking about Iowas recent corporate give away. #IAgov https://t.co/IlI7xFtbLf",16,6
"#Neleg quote of the day: Im pretty sure people get pregnant out West the same way they do in Omaha. - Sen. Craighead",16,6
"That means making sure our children get what they need. If youre with us, chip in now. &gt;&gt; https://t.co/l3qX8STRFY",16,0
"Todays #erniegram Remember the Ladies. #neleg https://t.co/lbOvjwIA0s",16,0
"Nates visiting his alma mater, Columbus Junction HS, and answering questions from journalism https://t.co/pM6UefRGLJ",16,0
"RT @u_nebraska: Congrats @BuluBox, founded by #UNL grads, on winning Startup of the Year! Great NU partners. https://t.co/HCt5mpPSgZ via",16,0
